accession,annotation_type,lab.title,status,date_released,assembly,encyclopedia_version,description
ENCSR919UCW,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0521.1 in GM12878
ENCSR748TLY,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0009.2 in GM12878
ENCSR039BYK,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1567.1 in GM12878
ENCSR708LXF,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1566.1 in GM12878
ENCSR625JRN,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0688.1 in GM12878
ENCSR199XRD,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0690.1 in GM12878
ENCSR274JZW,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0689.1 in GM12878
ENCSR613AIM,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0805.1 in GM12878
ENCSR476BSS,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0804.1 in GM12878
ENCSR676UPF,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1565.1 in GM12878
ENCSR824YFG,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0803.1 in GM12878
ENCSR651WSK,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0802.1 in GM12878
ENCSR662RBL,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0108.2 in GM12878
ENCSR611YYP,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0091.1 in GM12878
ENCSR633CMJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0520.1 in GM12878
ENCSR198ZVR,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1625.1 in GM12878
ENCSR230TQJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1624.1 in GM12878
ENCSR648OJJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0519.1 in GM12878
ENCSR236AGL,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0518.1 in GM12878
ENCSR788XPD,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0144.2 in GM12878
ENCSR824WQR,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1623.1 in GM12878
ENCSR918LLI,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0137.3 in GM12878
ENCSR659HSA,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0517.1 in GM12878
ENCSR895RFA,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0083.3 in GM12878
ENCSR369JLG,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0596.1 in GM12878
ENCSR347XES,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0595.1 in GM12878
ENCSR988TPE,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0111.1 in GM12878
ENCSR627JRA,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0687.1 in GM12878
ENCSR821XTQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0081.2 in GM12878
ENCSR515ZRE,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0080.5 in GM12878
ENCSR834MCG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0686.1 in GM12878
ENCSR483CFM,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1564.1 in GM12878
ENCSR475EGS,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0747.1 in GM12878
ENCSR145KUX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0685.1 in GM12878
ENCSR279DZJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0746.2 in GM12878
ENCSR988UJQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0516.2 in GM12878
ENCSR245ISO,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0079.4 in GM12878
ENCSR218XNR,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0515.1 in GM12878
ENCSR100BDZ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0867.2 in GM12878
ENCSR088DUC,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0514.1 in GM12878
ENCSR892SXE,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0143.4 in GM12878
ENCSR856VCA,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0866.1 in GM12878
ENCSR547TJU,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0870.1 in GM12878
ENCSR619QKX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1563.1 in GM12878
ENCSR738FOV,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1562.1 in GM12878
ENCSR469DFJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1120.1 in GM12878
ENCSR123ZDH,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1561.1 in GM12878
ENCSR111MGQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0869.1 in GM12878
ENCSR998QHZ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0442.2 in GM12878
ENCSR999UFG,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1560.1 in GM12878
ENCSR180OPG,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1559.1 in GM12878
ENCSR562FRV,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0745.2 in GM12878
ENCSR045LHS,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1558.1 in GM12878
ENCSR073EKA,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1557.1 in GM12878
ENCSR734HFF,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1153.1 in GM12878
ENCSR397HUG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0795.1 in GM12878
ENCSR989NWE,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1622.1 in GM12878
ENCSR810MES,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0513.1 in GM12878
ENCSR357NKH,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0631.1 in GM12878
ENCSR737GGZ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1119.1 in GM12878
ENCSR538NXZ,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1118.1 in GM12878
ENCSR874BGL,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0744.2 in GM12878
ENCSR561RVQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0743.2 in GM12878
ENCSR740VHL,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0856.1 in GM12878
ENCSR631BQO,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0855.1 in GM12878
ENCSR570QEE,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0512.2 in GM12878
ENCSR686QIF,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0074.1 in GM12878
ENCSR827EAQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0684.2 in GM12878
ENCSR086BKQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0511.2 in GM12878
ENCSR142TQK,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0002.2 in GM12878
ENCSR290ZKS,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0073.1 in GM12878
ENCSR383IVT,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1151.1 in GM12878
ENCSR833MLK,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1150.1 in GM12878
ENCSR804PXW,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0071.1 in GM12878
ENCSR095GYT,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1554.1 in GM12878
ENCSR288QCE,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0510.2 in GM12878
ENCSR348WCN,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0799.1 in GM12878
ENCSR193ASW,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0798.2 in GM12878
ENCSR603WZD,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0600.2 in GM12878
ENCSR657KEU,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0509.2 in GM12878
ENCSR357OPD,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0138.2 in GM12878
ENCSR797QVI,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1117.1 in GM12878
ENCSR653RNH,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0107.1 in GM12878
ENCSR156FIF,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1116.1 in GM12878
ENCSR516XKP,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1621.1 in GM12878
ENCSR457FWT,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0859.1 in GM12878
ENCSR315RJT,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0857.1 in GM12878
ENCSR750IZC,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0729.1 in GM12878
ENCSR161ZXM,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1149.1 in GM12878
ENCSR921NTQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0159.1 in GM12878
ENCSR332TLR,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1618.1 in GM12878
ENCSR909ADX,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0075.3 in GM12878
ENCSR109BOH,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0794.1 in GM12878
ENCSR338YFF,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0715.1 in GM12878
ENCSR555VPC,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0508.3 in GM12878
ENCSR108DEQ,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1616.1 in GM12878
ENCSR969KKX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0066.1 in GM12878
ENCSR491YPK,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0065.2 in GM12878
ENCSR567CQW,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1550.1 in GM12878
ENCSR057MCP,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1148.1 in GM12878
ENCSR820TES,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0793.1 in GM12878
ENCSR868TUA,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0142.1 in GM12878
ENCSR495DIJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0791.1 in GM12878
ENCSR481BGX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0683.1 in GM12878
ENCSR321CMY,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0790.1 in GM12878
ENCSR728YLJ,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0789.1 in GM12878
ENCSR328VVC,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0627.2 in GM12878
ENCSR180FCC,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0507.1 in GM12878
ENCSR661BOE,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0785.1 in GM12878
ENCSR983PSX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0784.1 in GM12878
ENCSR366DSH,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA1548.1 in GM12878
ENCSR177VLG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1615.1 in GM12878
ENCSR029CSG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0163.1 in GM12878
ENCSR587FUU,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0783.1 in GM12878
ENCSR450OKK,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0782.2 in GM12878
ENCSR202PNT,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0714.1 in GM12878
ENCSR229REG,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA1547.1 in GM12878
ENCSR799NGL,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0682.2 in GM12878
ENCSR069CBM,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0681.2 in GM12878
ENCSR133YSU,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0132.2 in GM12878
ENCSR804VKK,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1114.1 in GM12878
ENCSR803WGT,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA1113.2 in GM12878
ENCSR421PRG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0070.1 in GM12878
ENCSR661SGG,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0781.1 in GM12878
ENCSR890NZX,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0680.1 in GM12878
ENCSR642HXW,footprints,"Alan Boyle, University of Michigan",released,2022-03-24,GRCh38,,TRACE footprint calls with PWM MA0069.1 in GM12878
ENCSR462KQS,footprints,"Alan Boyle, University of Michigan",released,2022-03-23,GRCh38,,TRACE footprint calls with PWM MA0014.3 in GM12878
ENCSR698DLI,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0068.2 in GM12878
ENCSR029BBG,footprints,"Alan Boyle, University of Michigan",released,2022-03-22,GRCh38,,TRACE footprint calls with PWM MA0780.1 in GM12878
